Created Date,Incident Zip,Borough
05/31/2011 12:00:00 AM,11236,BROOKLYN
05/31/2011 12:00:00 AM,11385,QUEENS
05/31/2011 12:00:00 AM,11221,BROOKLYN
05/31/2011 12:00:00 AM,10465,BRONX
05/31/2011 12:00:00 AM,10033,MANHATTAN
05/31/2011 12:00:00 AM,11201,BROOKLYN
05/31/2011 12:00:00 AM,11207,BROOKLYN
05/31/2011 12:00:00 AM,11385,QUEENS
05/31/2011 12:00:00 AM,11207,BROOKLYN
05/31/2011 12:00:00 AM,10019,MANHATTAN
05/31/2011 12:00:00 AM,10310,STATEN ISLAND
05/31/2011 12:00:00 AM,10457,BRONX
05/31/2011 12:00:00 AM,11691,QUEENS
05/31/2011 12:00:00 AM,11221,BROOKLYN
05/31/2011 12:00:00 AM,10456,BRONX
05/31/2011 12:00:00 AM,11234,BROOKLYN
05/31/2011 12:00:00 AM,11106,QUEENS
05/31/2011 12:00:00 AM,11216,BROOKLYN
05/31/2011 12:00:00 AM,10314,STATEN ISLAND
05/31/2011 12:00:00 AM,11222,BROOKLYN
05/31/2011 12:00:00 AM,10456,BRONX
05/31/2011 12:00:00 AM,10023,MANHATTAN
05/31/2011 12:00:00 AM,11238,BROOKLYN
05/31/2011 12:00:00 AM,11434,QUEENS
05/31/2011 12:00:00 AM,10453,BRONX
05/31/2011 12:00:00 AM,11221,BROOKLYN
05/31/2011 12:00:00 AM,10457,BRONX
05/31/2011 12:00:00 AM,11222,BROOKLYN
05/31/2011 12:00:00 AM,11434,QUEENS
05/31/2011 12:00:00 AM,10468,BRONX
05/31/2011 12:00:00 AM,10003,MANHATTAN
05/31/2011 12:00:00 AM,11217,BROOKLYN
05/31/2011 12:00:00 AM,11385,QUEENS
05/31/2011 12:00:00 AM,11205,BROOKLYN
05/31/2011 12:00:00 AM,11212,BROOKLYN
05/31/2011 12:00:00 AM,11233,BROOKLYN
05/31/2011 12:00:00 AM,10002,MANHATTAN
05/31/2011 12:00:00 AM,11201,BROOKLYN
05/31/2011 12:00:00 AM,11208,BROOKLYN
05/31/2011 12:00:00 AM,10001,MANHATTAN
05/31/2011 12:00:00 AM,10456,BRONX
05/31/2011 12:00:00 AM,10468,BRONX
05/31/2011 12:00:00 AM,11434,QUEENS
05/31/2011 12:00:00 AM,10303,STATEN ISLAND
05/31/2011 12:00:00 AM,10472,BRONX
05/31/2011 12:00:00 AM,11237,BROOKLYN
05/31/2011 12:00:00 AM,11423,QUEENS
05/31/2011 12:00:00 AM,11101,QUEENS
05/31/2011 12:00:00 AM,11234,BROOKLYN
05/31/2011 12:00:00 AM,11203,BROOKLYN
05/31/2011 12:00:00 AM,10466,BRONX
05/31/2011 12:00:00 AM,11207,BROOKLYN
05/31/2011 12:00:00 AM,11221,BROOKLYN
05/31/2011 12:00:00 AM,11221,BROOKLYN
05/31/2011 12:00:00 AM,11231,BROOKLYN
05/31/2011 12:00:00 AM,10002,MANHATTAN
05/31/2011 12:00:00 AM,11423,QUEENS
05/31/2011 12:00:00 AM,10026,MANHATTAN
05/31/2011 12:00:00 AM,10462,BRONX
05/31/2011 12:00:00 AM,11223,BROOKLYN
05/31/2011 12:00:00 AM,11221,BROOKLYN
05/31/2011 12:00:00 AM,11230,BROOKLYN
06/01/2011 12:00:00 AM,11103,QUEENS
06/01/2011 12:00:00 AM,10456,BRONX
06/01/2011 12:00:00 AM,11422,QUEENS
06/01/2011 12:00:00 AM,10469,BRONX
06/01/2011 12:00:00 AM,11221,BROOKLYN
06/01/2011 12:00:00 AM,11206,BROOKLYN
06/01/2011 12:00:00 AM,11225,BROOKLYN
06/01/2011 12:00:00 AM,11369,QUEENS
06/01/2011 12:00:00 AM,10032,MANHATTAN
06/01/2011 12:00:00 AM,11235,BROOKLYN
06/01/2011 12:00:00 AM,11210,BROOKLYN
06/01/2011 12:00:00 AM,10038,MANHATTAN
06/01/2011 12:00:00 AM,11203,BROOKLYN
06/01/2011 12:00:00 AM,10459,BRONX
06/01/2011 12:00:00 AM,11233,BROOKLYN
06/01/2011 12:00:00 AM,11203,BROOKLYN
06/01/2011 12:00:00 AM,10460,BRONX
06/01/2011 12:00:00 AM,10013,MANHATTAN
06/01/2011 12:00:00 AM,11378,QUEENS
06/01/2011 12:00:00 AM,11216,BROOKLYN
06/01/2011 12:00:00 AM,11201,BROOKLYN
06/01/2011 12:00:00 AM,11235,BROOKLYN
06/01/2011 12:00:00 AM,11205,BROOKLYN
06/01/2011 12:00:00 AM,10024,MANHATTAN
06/01/2011 12:00:00 AM,11221,BROOKLYN
06/01/2011 12:00:00 AM,11212,BROOKLYN
06/01/2011 12:00:00 AM,10456,BRONX
06/01/2011 12:00:00 AM,10028,MANHATTAN
06/01/2011 12:00:00 AM,11203,BROOKLYN
06/01/2011 12:00:00 AM,11221,BROOKLYN
06/01/2011 12:00:00 AM,10466,BRONX
06/01/2011 12:00:00 AM,11216,BROOKLYN
06/01/2011 12:00:00 AM,11237,BROOKLYN
06/01/2011 12:00:00 AM,11207,BROOKLYN
06/01/2011 12:00:00 AM,10040,MANHATTAN
06/01/2011 12:00:00 AM,10030,MANHATTAN
06/01/2011 12:00:00 AM,11221,BROOKLYN
06/01/2011 12:00:00 AM,11221,BROOKLYN
06/01/2011 12:00:00 AM,11233,BROOKLYN
06/01/2011 12:00:00 AM,10002,MANHATTAN
06/01/2011 12:00:00 AM,10462,BRONX
06/01/2011 12:00:00 AM,11422,QUEENS
06/01/2011 12:00:00 AM,10032,MANHATTAN
06/01/2011 12:00:00 AM,11201,BROOKLYN
06/01/2011 12:00:00 AM,11201,BROOKLYN
06/01/2011 12:00:00 AM,10036,MANHATTAN
06/01/2011 12:00:00 AM,10468,BRONX
06/01/2011 12:00:00 AM,10469,BRONX
06/01/2011 12:00:00 AM,11216,BROOKLYN
06/01/2011 12:00:00 AM,11206,BROOKLYN
06/01/2011 12:00:00 AM,11691,QUEENS
06/01/2011 12:00:00 AM,11216,BROOKLYN
06/01/2011 12:00:00 AM,10468,BRONX
06/01/2011 12:00:00 AM,10314,STATEN ISLAND
06/01/2011 12:00:00 AM,10456,BRONX
06/01/2011 12:00:00 AM,11221,BROOKLYN
06/01/2011 12:00:00 AM,11223,BROOKLYN
06/01/2011 12:00:00 AM,11237,BROOKLYN
06/02/2011 12:00:00 AM,11210,BROOKLYN
06/02/2011 12:00:00 AM,10458,BRONX
06/02/2011 12:00:00 AM,11357,QUEENS
06/02/2011 12:00:00 AM,11433,QUEENS
06/02/2011 12:00:00 AM,11238,BROOKLYN
06/02/2011 12:00:00 AM,10025,MANHATTAN
06/02/2011 12:00:00 AM,11233,BROOKLYN
06/02/2011 12:00:00 AM,10025,MANHATTAN
06/02/2011 12:00:00 AM,11210,BROOKLYN
06/02/2011 12:00:00 AM,11418,QUEENS
06/02/2011 12:00:00 AM,10461,BRONX
06/02/2011 12:00:00 AM,10026,MANHATTAN
06/02/2011 12:00:00 AM,11421,QUEENS
06/02/2011 12:00:00 AM,11385,QUEENS
06/02/2011 12:00:00 AM,10029,MANHATTAN
06/02/2011 12:00:00 AM,11212,BROOKLYN
06/02/2011 12:00:00 AM,11229,BROOKLYN
06/02/2011 12:00:00 AM,11210,BROOKLYN
06/02/2011 12:00:00 AM,10474,BRONX
06/02/2011 12:00:00 AM,10025,MANHATTAN
06/02/2011 12:00:00 AM,10453,BRONX
06/02/2011 12:00:00 AM,10032,MANHATTAN
06/02/2011 12:00:00 AM,10456,BRONX
06/02/2011 12:00:00 AM,10013,MANHATTAN
06/02/2011 12:00:00 AM,10009,MANHATTAN
06/02/2011 12:00:00 AM,10128,MANHATTAN
06/02/2011 12:00:00 AM,10459,BRONX
06/02/2011 12:00:00 AM,11216,BROOKLYN
06/02/2011 12:00:00 AM,11238,BROOKLYN
06/02/2011 12:00:00 AM,10462,BRONX
06/02/2011 12:00:00 AM,11211,BROOKLYN
06/02/2011 12:00:00 AM,11221,BROOKLYN
06/03/2011 12:00:00 AM,10026,MANHATTAN
06/03/2011 12:00:00 AM,11206,BROOKLYN
06/03/2011 12:00:00 AM,10025,MANHATTAN
06/03/2011 12:00:00 AM,10312,STATEN ISLAND
06/03/2011 12:00:00 AM,11222,BROOKLYN
06/03/2011 12:00:00 AM,11385,QUEENS
06/03/2011 12:00:00 AM,11357,QUEENS
06/03/2011 12:00:00 AM,11221,BROOKLYN
06/03/2011 12:00:00 AM,10075,MANHATTAN
06/03/2011 12:00:00 AM,11201,BROOKLYN
06/03/2011 12:00:00 AM,10463,BRONX
06/03/2011 12:00:00 AM,10474,BRONX
06/03/2011 12:00:00 AM,11208,BROOKLYN
06/03/2011 12:00:00 AM,11423,QUEENS
06/03/2011 12:00:00 AM,11420,QUEENS
06/03/2011 12:00:00 AM,11221,BROOKLYN
06/03/2011 12:00:00 AM,11208,BROOKLYN
06/03/2011 12:00:00 AM,10459,BRONX
06/03/2011 12:00:00 AM,11210,BROOKLYN
06/03/2011 12:00:00 AM,11221,BROOKLYN
06/03/2011 12:00:00 AM,11372,QUEENS
06/03/2011 12:00:00 AM,10314,STATEN ISLAND
06/03/2011 12:00:00 AM,10468,BRONX
06/03/2011 12:00:00 AM,11238,BROOKLYN
06/03/2011 12:00:00 AM,10029,MANHATTAN
06/04/2011 12:00:00 AM,10303,STATEN ISLAND
06/04/2011 12:00:00 AM,11221,BROOKLYN
06/04/2011 12:00:00 AM,11238,BROOKLYN
06/04/2011 12:00:00 AM,10029,MANHATTAN
06/04/2011 12:00:00 AM,11216,BROOKLYN
06/04/2011 12:00:00 AM,10469,BRONX
06/04/2011 12:00:00 AM,11433,QUEENS
06/04/2011 12:00:00 AM,11206,BROOKLYN
06/04/2011 12:00:00 AM,10306,STATEN ISLAND
06/04/2011 12:00:00 AM,11432,QUEENS
06/04/2011 12:00:00 AM,11216,BROOKLYN
06/04/2011 12:00:00 AM,10031,MANHATTAN
06/04/2011 12:00:00 AM,11103,QUEENS
06/04/2011 12:00:00 AM,11429,QUEENS
06/04/2011 12:00:00 AM,10456,BRONX
06/05/2011 12:00:00 AM,10014,MANHATTAN
06/05/2011 12:00:00 AM,10314,STATEN ISLAND
06/05/2011 12:00:00 AM,10451,BRONX
06/05/2011 12:00:00 AM,10029,MANHATTAN
06/05/2011 12:00:00 AM,10453,BRONX
06/05/2011 12:00:00 AM,10309,STATEN ISLAND
06/05/2011 12:00:00 AM,10002,MANHATTAN
06/05/2011 12:00:00 AM,11224,BROOKLYN
06/05/2011 12:00:00 AM,10462,BRONX
06/05/2011 12:00:00 AM,10007,MANHATTAN
06/05/2011 12:00:00 AM,10027,MANHATTAN
06/05/2011 12:00:00 AM,11220,BROOKLYN
06/06/2011 12:00:00 AM,11434,QUEENS
06/06/2011 12:00:00 AM,11101,QUEENS
06/06/2011 12:00:00 AM,11233,BROOKLYN
06/06/2011 12:00:00 AM,10456,BRONX
06/06/2011 12:00:00 AM,11691,QUEENS
06/06/2011 12:00:00 AM,10301,STATEN ISLAND
06/06/2011 12:00:00 AM,11432,QUEENS
06/06/2011 12:00:00 AM,11212,BROOKLYN
06/06/2011 12:00:00 AM,11236,BROOKLYN
06/06/2011 12:00:00 AM,10462,BRONX
06/06/2011 12:00:00 AM,10460,BRONX
06/06/2011 12:00:00 AM,10022,MANHATTAN
06/06/2011 12:00:00 AM,10038,MANHATTAN
06/06/2011 12:00:00 AM,10310,STATEN ISLAND
06/06/2011 12:00:00 AM,11237,BROOKLYN
06/06/2011 12:00:00 AM,10027,MANHATTAN
06/06/2011 12:00:00 AM,10032,MANHATTAN
06/06/2011 12:00:00 AM,11233,BROOKLYN
06/06/2011 12:00:00 AM,11216,BROOKLYN
06/06/2011 12:00:00 AM,10032,MANHATTAN
06/06/2011 12:00:00 AM,10310,STATEN ISLAND
06/06/2011 12:00:00 AM,11201,BROOKLYN
06/06/2011 12:00:00 AM,11355,QUEENS
06/06/2011 12:00:00 AM,11229,BROOKLYN
06/06/2011 12:00:00 AM,11233,BROOKLYN
06/06/2011 12:00:00 AM,10010,MANHATTAN
06/06/2011 12:00:00 AM,11211,BROOKLYN
06/06/2011 12:00:00 AM,10012,MANHATTAN
06/06/2011 12:00:00 AM,11436,QUEENS
06/06/2011 12:00:00 AM,11427,QUEENS
06/06/2011 12:00:00 AM,10463,BRONX
06/06/2011 12:00:00 AM,11201,BROOKLYN
06/06/2011 12:00:00 AM,11212,BROOKLYN
06/06/2011 12:00:00 AM,10025,MANHATTAN
06/06/2011 12:00:00 AM,11203,BROOKLYN
06/06/2011 12:00:00 AM,10456,BRONX
06/06/2011 12:00:00 AM,10036,MANHATTAN
06/06/2011 12:00:00 AM,10038,MANHATTAN
06/06/2011 12:00:00 AM,11416,QUEENS
06/06/2011 12:00:00 AM,11221,BROOKLYN
06/06/2011 12:00:00 AM,11207,BROOKLYN
06/06/2011 12:00:00 AM,10030,MANHATTAN
06/06/2011 12:00:00 AM,10452,BRONX
06/06/2011 12:00:00 AM,11102,QUEENS
06/06/2011 12:00:00 AM,10027,MANHATTAN
06/06/2011 12:00:00 AM,11385,QUEENS
06/06/2011 12:00:00 AM,10458,BRONX
06/06/2011 12:00:00 AM,10025,MANHATTAN
06/06/2011 12:00:00 AM,11385,QUEENS
06/06/2011 12:00:00 AM,10304,STATEN ISLAND
06/06/2011 12:00:00 AM,11233,BROOKLYN
06/06/2011 12:00:00 AM,10031,MANHATTAN
06/06/2011 12:00:00 AM,10010,MANHATTAN
06/06/2011 12:00:00 AM,11203,BROOKLYN
06/06/2011 12:00:00 AM,11433,QUEENS
06/06/2011 12:00:00 AM,11210,BROOKLYN
06/07/2011 12:00:00 AM,10304,STATEN ISLAND
06/07/2011 12:00:00 AM,10305,STATEN ISLAND
06/07/2011 12:00:00 AM,11216,BROOKLYN
06/07/2011 12:00:00 AM,10001,MANHATTAN
06/07/2011 12:00:00 AM,11210,BROOKLYN
06/07/2011 12:00:00 AM,10458,BRONX
06/07/2011 12:00:00 AM,10038,MANHATTAN
06/07/2011 12:00:00 AM,11373,QUEENS
06/07/2011 12:00:00 AM,10463,BRONX
06/07/2011 12:00:00 AM,11237,BROOKLYN
06/07/2011 12:00:00 AM,11216,BROOKLYN
06/07/2011 12:00:00 AM,10024,MANHATTAN
06/07/2011 12:00:00 AM,11233,BROOKLYN
06/07/2011 12:00:00 AM,10456,BRONX
06/07/2011 12:00:00 AM,10026,MANHATTAN
06/07/2011 12:00:00 AM,11236,BROOKLYN
06/07/2011 12:00:00 AM,11357,QUEENS
06/07/2011 12:00:00 AM,11414,QUEENS
06/07/2011 12:00:00 AM,11377,QUEENS
06/07/2011 12:00:00 AM,10458,BRONX
06/07/2011 12:00:00 AM,10028,MANHATTAN
06/07/2011 12:00:00 AM,10075,MANHATTAN
06/07/2011 12:00:00 AM,11225,BROOKLYN
06/07/2011 12:00:00 AM,11221,BROOKLYN
06/07/2011 12:00:00 AM,11237,BROOKLYN
06/07/2011 12:00:00 AM,11211,BROOKLYN
06/07/2011 12:00:00 AM,10456,BRONX
06/07/2011 12:00:00 AM,11207,BROOKLYN
06/07/2011 01:34:54 AM,10009,MANHATTAN
06/08/2011 12:00:00 AM,11203,BROOKLYN
06/08/2011 12:00:00 AM,11232,BROOKLYN
06/08/2011 12:00:00 AM,10307,STATEN ISLAND
06/08/2011 12:00:00 AM,10458,BRONX
06/08/2011 12:00:00 AM,10031,MANHATTAN
06/08/2011 12:00:00 AM,11221,BROOKLYN
06/08/2011 12:00:00 AM,10462,BRONX
06/08/2011 12:00:00 AM,10025,MANHATTAN
06/08/2011 12:00:00 AM,11691,QUEENS
06/08/2011 12:00:00 AM,11691,QUEENS
06/08/2011 12:00:00 AM,10307,STATEN ISLAND
06/08/2011 12:00:00 AM,10306,STATEN ISLAND
06/08/2011 12:00:00 AM,11435,QUEENS
06/08/2011 12:00:00 AM,11423,QUEENS
06/08/2011 12:00:00 AM,11216,BROOKLYN
06/08/2011 12:00:00 AM,11418,QUEENS
06/08/2011 12:00:00 AM,11418,QUEENS
06/08/2011 12:00:00 AM,10472,BRONX
06/08/2011 12:00:00 AM,11221,BROOKLYN
06/08/2011 12:00:00 AM,11378,QUEENS
06/08/2011 12:00:00 AM,10027,MANHATTAN
06/08/2011 12:00:00 AM,11208,BROOKLYN
06/08/2011 12:00:00 AM,10025,MANHATTAN
06/08/2011 12:00:00 AM,11238,BROOKLYN
06/08/2011 12:00:00 AM,11207,BROOKLYN
06/08/2011 12:00:00 AM,11235,BROOKLYN
06/08/2011 12:00:00 AM,11426,QUEENS
06/08/2011 12:00:00 AM,11206,BROOKLYN
06/08/2011 12:00:00 AM,11358,QUEENS
06/08/2011 12:00:00 AM,10456,BRONX
06/08/2011 12:00:00 AM,11221,BROOKLYN
06/08/2011 12:00:00 AM,11218,BROOKLYN
06/08/2011 12:00:00 AM,11370,QUEENS
06/08/2011 12:00:00 AM,11225,BROOKLYN
06/08/2011 12:00:00 AM,11377,QUEENS
06/08/2011 12:00:00 AM,11435,QUEENS
06/08/2011 12:00:00 AM,11434,QUEENS
06/08/2011 12:00:00 AM,11207,BROOKLYN
06/08/2011 12:00:00 AM,11691,QUEENS
06/08/2011 12:00:00 AM,11214,BROOKLYN
06/08/2011 12:00:00 AM,11226,BROOKLYN
06/08/2011 12:00:00 AM,11105,QUEENS
06/09/2011 12:00:00 AM,11225,BROOKLYN
06/09/2011 12:00:00 AM,11207,BROOKLYN
06/09/2011 12:00:00 AM,11233,BROOKLYN
06/09/2011 12:00:00 AM,10025,MANHATTAN
06/09/2011 12:00:00 AM,11208,BROOKLYN
06/09/2011 12:00:00 AM,10024,MANHATTAN
06/09/2011 12:00:00 AM,10033,MANHATTAN
06/09/2011 12:00:00 AM,10468,BRONX
06/09/2011 12:00:00 AM,11375,QUEENS
06/09/2011 12:00:00 AM,10007,MANHATTAN
06/09/2011 12:00:00 AM,11225,BROOKLYN
06/09/2011 12:00:00 AM,11358,QUEENS
06/09/2011 12:00:00 AM,11436,QUEENS
06/09/2011 12:00:00 AM,11385,QUEENS
06/09/2011 12:00:00 AM,10470,BRONX
06/09/2011 12:00:00 AM,11422,QUEENS
06/09/2011 12:00:00 AM,11231,BROOKLYN
06/09/2011 12:00:00 AM,10457,BRONX
06/09/2011 12:00:00 AM,11435,QUEENS
06/09/2011 12:00:00 AM,11211,BROOKLYN
06/09/2011 12:00:00 AM,10473,BRONX
06/09/2011 12:00:00 AM,10467,BRONX
06/09/2011 12:00:00 AM,10467,BRONX
06/09/2011 12:00:00 AM,11211,BROOKLYN
06/09/2011 12:00:00 AM,10031,MANHATTAN
06/09/2011 12:00:00 AM,10453,BRONX
06/09/2011 12:00:00 AM,11213,BROOKLYN
06/09/2011 12:00:00 AM,10452,BRONX
06/09/2011 12:00:00 AM,11426,QUEENS
06/09/2011 12:00:00 AM,11207,BROOKLYN
06/09/2011 12:00:00 AM,11105,QUEENS
06/09/2011 12:00:00 AM,10012,MANHATTAN
06/09/2011 12:00:00 AM,11211,BROOKLYN
06/09/2011 12:00:00 AM,11206,BROOKLYN
06/09/2011 12:00:00 AM,11233,BROOKLYN
06/09/2011 12:00:00 AM,10312,STATEN ISLAND
06/09/2011 12:00:00 AM,10306,STATEN ISLAND
06/09/2011 12:00:00 AM,11691,QUEENS
06/09/2011 12:00:00 AM,11203,BROOKLYN
06/10/2011 12:00:00 AM,11217,BROOKLYN
06/10/2011 12:00:00 AM,11233,BROOKLYN
06/10/2011 12:00:00 AM,11222,BROOKLYN
06/10/2011 12:00:00 AM,10473,BRONX
06/10/2011 12:00:00 AM,11230,BROOKLYN
06/10/2011 12:00:00 AM,10031,MANHATTAN
06/10/2011 12:00:00 AM,11385,QUEENS
06/10/2011 12:00:00 AM,11412,QUEENS
06/10/2011 12:00:00 AM,10039,MANHATTAN
06/10/2011 12:00:00 AM,11206,BROOKLYN
06/10/2011 12:00:00 AM,11434,QUEENS
06/10/2011 12:00:00 AM,11222,BROOKLYN
06/10/2011 12:00:00 AM,10458,BRONX
06/10/2011 12:00:00 AM,11217,BROOKLYN
06/10/2011 12:00:00 AM,11222,BROOKLYN
06/10/2011 12:00:00 AM,11237,BROOKLYN
06/10/2011 12:00:00 AM,11368,QUEENS
06/10/2011 12:00:00 AM,10303,STATEN ISLAND
06/10/2011 12:00:00 AM,10024,MANHATTAN
06/10/2011 12:00:00 AM,10310,STATEN ISLAND
06/10/2011 12:00:00 AM,11378,QUEENS
06/10/2011 12:00:00 AM,10032,MANHATTAN
06/10/2011 12:00:00 AM,11204,BROOKLYN
06/10/2011 12:00:00 AM,11235,BROOKLYN
06/10/2011 12:00:00 AM,10031,MANHATTAN
06/10/2011 12:00:00 AM,11420,QUEENS
06/10/2011 12:00:00 AM,11235,BROOKLYN
06/10/2011 12:00:00 AM,11214,BROOKLYN
06/10/2011 12:00:00 AM,11215,BROOKLYN
06/10/2011 12:00:00 AM,11103,QUEENS
06/10/2011 12:00:00 AM,10457,BRONX
06/10/2011 12:00:00 AM,11691,QUEENS
06/10/2011 12:00:00 AM,10305,STATEN ISLAND
06/10/2011 12:00:00 AM,10467,BRONX
06/10/2011 12:00:00 AM,11204,BROOKLYN
06/10/2011 12:00:00 AM,11207,BROOKLYN
06/10/2011 12:00:00 AM,10032,MANHATTAN
06/10/2011 12:00:00 AM,10469,BRONX
06/11/2011 12:00:00 AM,10014,MANHATTAN
06/11/2011 12:00:00 AM,10456,BRONX
06/11/2011 12:00:00 AM,11385,QUEENS
06/11/2011 12:00:00 AM,11201,BROOKLYN
06/11/2011 12:00:00 AM,10312,STATEN ISLAND
06/11/2011 12:00:00 AM,10312,STATEN ISLAND
06/11/2011 12:00:00 AM,10034,MANHATTAN
